Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	type	set
cleaned	GO:0097529	myeloid leukocyte migration	14/411	123/13240	2.74209420456803e-05	0.00501370277193122	0.0047473930134488	S100A9/S100A12/S100A8/IL1B/CX3CR1/CXCL1/CXCL10/THBS4/EDN1/VEGFA/FLT1/HMGB1/GREM1/CCL2	14	BP	DLPFC and HIPPO high correlation
cleaned	GO:0050907	detection of chemical stimulus involved in sensory perception	8/411	42/13240	3.76300065549674e-05	0.00653633213859784	0.00618914581496175	OR2L8/OR2AK2/OR2L5/OR2L2/OR2L3/OR2L13/AZGP1/TAS2R43	8	BP	DLPFC and HIPPO high correlation
cleaned	GO:0032103	positive regulation of response to external stimulus	18/411	203/13240	6.28468664594024e-05	0.0103966673371411	0.00984443396920464	S100A9/S100A12/S100A8/IL1RL1/IL1B/CXCL1/CXCL10/CXCL11/DDX60/KLKB1/THBS4/EDN1/VEGFA/IL33/TLR4/HMGB1/LDLR/CALR	18	BP	DLPFC and HIPPO high correlation
cleaned	GO:0007608	sensory perception of smell	7/411	36/13240	0.000101038431958008	0.0159548869373691	0.0151074210463528	OR2L8/OR2AK2/OR2L5/OR2L2/OR2L3/OR2L13/MKKS	7	BP	DLPFC and HIPPO high correlation
cleaned	GO:0007606	sensory perception of chemical stimulus	10/411	76/13240	0.000114028388219652	0.0166022851608668	0.0157204318176253	OR2L8/OR2AK2/OR2L5/OR2L2/OR2L3/OR2L13/AZGP1/TAS2R43/VN1R1/MKKS	10	BP	DLPFC and HIPPO high correlation
cleaned	GO:0002221	pattern recognition receptor signaling pathway	14/411	140/13240	0.000114696270541394	0.0166022851608668	0.0157204318176253	S100A9/S100A8/RSAD2/IFIH1/HSPD1/DDX60/IRF1/TAB2/DDX58/TLR4/IRAK3/HSP90B1/HMGB1/NR1D1	14	BP	DLPFC and HIPPO high correlation
cleaned	GO:0032496	response to lipopolysaccharide	19/411	233/13240	0.000121974645076098	0.0169495966797746	0.0160492954047498	S100A8/SELE/IL1B/CPS1/CX3CR1/CXCL1/CXCL10/CXCL11/EDN1/TNFRSF10D/TLR4/FAS/IRAK3/SRR/CCL2/CSF3/NR1D1/HAMP/ZFP36	19	BP	DLPFC and HIPPO high correlation
cleaned	GO:0050832	defense response to fungus	5/411	17/13240	0.000127823295607694	0.0170791588054281	0.0161719756588682	S100A9/S100A12/S100A8/GNLY/HAMP	5	BP	DLPFC and HIPPO high correlation
cleaned	GO:0009620	response to fungus	6/411	27/13240	0.000146702658255915	0.0188757420289278	0.017873130879132	S100A9/S100A12/S100A8/GNLY/TLR4/HAMP	6	BP	DLPFC and HIPPO high correlation
cleaned	GO:0002688	regulation of leukocyte chemotaxis	10/411	79/13240	0.000158450360236225	0.0196591625521659	0.0186149389375264	CXCL1/CXCL10/CXCL11/THBS4/EDN1/VEGFA/HMGB1/GREM1/CCL2/CALR	10	BP	DLPFC and HIPPO high correlation
cleaned	GO:0009410	response to xenobiotic stimulus	17/411	202/13240	0.000188789830166665	0.0226157196551377	0.0214144544199938	CRYZ/GSTM1/GSTM3/S100A12/CPS1/NQO2/BPHL/EDN1/BAAT/DDIT4/CYP2C8/GSTO1/GSTO2/ACY3/SULT1A2/SULT1A1/SRR	17	BP	DLPFC and HIPPO high correlation
cleaned	GO:0010043	response to zinc ion	7/411	40/13240	0.000202767350186587	0.0227225041106918	0.0215155668714699	S100A8/CPS1/MT1E/MT1F/MT1G/MT1X/HAMP	7	BP	DLPFC and HIPPO high correlation
cleaned	GO:0006954	inflammatory response	29/411	456/13240	0.000208399121504654	0.0227225041106918	0.0215155668714699	C1QB/S100A9/S100A12/S100A8/SELE/IL1RL1/IL1B/CXCL1/CXCL10/CXCL11/KLKB1/NAIP/TNFRSF10D/IL33/TLR4/FAS/HMGB1/SERPINA1/SERPINA3/HPR/PER1/CCL2/SOCS3/LDLR/HAMP/PLA2G4C/FPR1/NLRP2/APOL2	29	BP	DLPFC and HIPPO high correlation
cleaned	GO:0009593	detection of chemical stimulus	9/411	67/13240	0.000212791873806037	0.0227225041106918	0.0215155668714699	OR2L8/OR2AK2/OR2L5/OR2L2/OR2L3/OR2L13/AZGP1/TLR4/TAS2R43	9	BP	DLPFC and HIPPO high correlation
cleaned	GO:0050663	cytokine secretion	13/411	131/13240	0.000215844166854586	0.0227225041106918	0.0215155668714699	GBP1/S100A12/S100A13/CD34/IL1RL1/IL1B/IFIH1/BTN3A2/IL33/DDX58/TLR4/HMGB1/NLRP2	13	BP	DLPFC and HIPPO high correlation
cleaned	GO:0006882	cellular zinc ion homeostasis	6/411	29/13240	0.000223367655264028	0.0228229186584481	0.0216106477616126	S100A9/S100A8/MT1E/MT1F/MT1G/MT1X	6	BP	DLPFC and HIPPO high correlation
cleaned	GO:0002237	response to molecule of bacterial origin	19/411	245/13240	0.000234011639238683	0.0229736788040908	0.0217534000735641	S100A8/SELE/IL1B/CPS1/CX3CR1/CXCL1/CXCL10/CXCL11/EDN1/TNFRSF10D/TLR4/FAS/IRAK3/SRR/CCL2/CSF3/NR1D1/HAMP/ZFP36	19	BP	DLPFC and HIPPO high correlation
cleaned	GO:0045071	negative regulation of viral genome replication	7/411	41/13240	0.000238069210405086	0.0229736788040908	0.0217534000735641	RSAD2/IFIT1/OAS1/OAS3/OAS2/BST2/MX1	7	BP	DLPFC and HIPPO high correlation
cleaned	GO:0010273	detoxification of copper ion	4/411	11/13240	0.000253909029813594	0.0231667793671907	0.0219362438331276	MT1E/MT1F/MT1G/MT1X	4	BP	DLPFC and HIPPO high correlation
cleaned	GO:1990169	stress response to copper ion	4/411	11/13240	0.000253909029813594	0.0231667793671907	0.0219362438331276	MT1E/MT1F/MT1G/MT1X	4	BP	DLPFC and HIPPO high correlation
cleaned	GO:0009617	response to bacterium	23/411	330/13240	0.000260076106885561	0.0231667793671907	0.0219362438331276	S100A9/S100A12/S100A8/SELE/GNLY/IL1B/CPS1/CX3CR1/CXCL1/CXCL10/CXCL11/ERAP1/EDN1/TNFRSF10D/TLR4/FAS/IRAK3/SRR/CCL2/CSF3/NR1D1/HAMP/ZFP36	23	BP	DLPFC and HIPPO high correlation
cleaned	GO:0030593	neutrophil chemotaxis	8/411	55/13240	0.000272934780573933	0.0237043856928461	0.0224452944550932	S100A9/S100A12/S100A8/IL1B/CXCL1/THBS4/EDN1/CCL2	8	BP	DLPFC and HIPPO high correlation
cleaned	GO:0055069	zinc ion homeostasis	6/411	31/13240	0.000328514977602459	0.0274856954670926	0.0260257547297713	S100A9/S100A8/MT1E/MT1F/MT1G/MT1X	6	BP	DLPFC and HIPPO high correlation
cleaned	GO:0048525	negative regulation of viral process	9/411	71/13240	0.00033229683638972	0.0274856954670926	0.0260257547297713	RSAD2/TRIM26/IFIT1/OAS1/OAS3/OAS2/BST2/ZFP36/MX1	9	BP	DLPFC and HIPPO high correlation
cleaned	GO:0061687	detoxification of inorganic compound	4/411	12/13240	0.0003715604560923	0.0300186284759221	0.028424147497881	MT1E/MT1F/MT1G/MT1X	4	BP	DLPFC and HIPPO high correlation
cleaned	GO:0031349	positive regulation of defense response	23/411	339/13240	0.000381745087292376	0.0301405098466754	0.028539554971021	SFPQ/S100A9/S100A12/S100A8/RSAD2/IL1RL1/IL1B/IFIH1/HSPD1/MUC20/DDX60/KLKB1/IRF1/TAB2/IL33/DDX58/TLR4/IRAK3/HSP90B1/HMGB1/NR1D1/HEXIM1/LDLR	23	BP	DLPFC and HIPPO high correlation
cleaned	GO:0002548	monocyte chemotaxis	6/411	32/13240	0.000393861379626913	0.0304060985071977	0.0287910365224352	S100A12/CXCL10/FLT1/HMGB1/GREM1/CCL2	6	BP	DLPFC and HIPPO high correlation
cleaned	GO:0002224	toll-like receptor signaling pathway	11/411	106/13240	0.000444368424853896	0.0329787858884364	0.0312270720544689	S100A9/S100A8/RSAD2/HSPD1/IRF1/TAB2/TLR4/IRAK3/HSP90B1/HMGB1/NR1D1	11	BP	DLPFC and HIPPO high correlation
cleaned	GO:1903901	negative regulation of viral life cycle	8/411	59/13240	0.000446172405514252	0.0329787858884364	0.0312270720544689	RSAD2/TRIM26/IFIT1/OAS1/OAS3/OAS2/BST2/MX1	8	BP	DLPFC and HIPPO high correlation
cleaned	GO:0097501	stress response to metal ion	4/411	13/13240	0.00052360248172674	0.0378957296149728	0.0358828455130716	MT1E/MT1F/MT1G/MT1X	4	BP	DLPFC and HIPPO high correlation
cleaned	GO:0002690	positive regulation of leukocyte chemotaxis	8/411	61/13240	0.000561397925974013	0.0398019672415045	0.0376878306910589	CXCL1/CXCL10/CXCL11/THBS4/EDN1/VEGFA/HMGB1/CALR	8	BP	DLPFC and HIPPO high correlation
cleaned	GO:1901605	alpha-amino acid metabolic process	15/411	183/13240	0.000587588102611822	0.0405994785171753	0.0384429810520779	KYAT3/ADI1/THNSL2/CPS1/PHYKPL/BAAT/P4HA1/APIP/DCT/IVD/CKMT1A/SRR/MRI1/CBSL/FTCD	15	BP	DLPFC and HIPPO high correlation
cleaned	GO:0006953	acute-phase response	5/411	23/13240	0.000596019978231416	0.0405994785171753	0.0384429810520779	IL1B/SERPINA1/SERPINA3/HAMP/APOL2	5	BP	DLPFC and HIPPO high correlation
cleaned	GO:0050906	detection of stimulus involved in sensory perception	9/411	77/13240	0.000611226710874235	0.0408346460303287	0.0386656573174491	OR2L8/OR2AK2/OR2L5/OR2L2/OR2L3/OR2L13/AZGP1/TAS2R43/MKKS	9	BP	DLPFC and HIPPO high correlation
cleaned	GO:1990266	neutrophil migration	8/411	62/13240	0.00062742047540254	0.0411256364443099	0.0389411913730474	S100A9/S100A12/S100A8/IL1B/CXCL1/THBS4/EDN1/CCL2	8	BP	DLPFC and HIPPO high correlation
cleaned	GO:0043094	cellular metabolic compound salvage	6/411	35/13240	0.000652168385286457	0.0419561661200954	0.0397276063161828	ADI1/NAPRT/AMPD3/APIP/ADAL/MRI1	6	BP	DLPFC and HIPPO high correlation
cleaned	GO:0050715	positive regulation of cytokine secretion	9/411	79/13240	0.000738475243194662	0.046465930913294	0.0439978287137666	CD34/IL1RL1/IL1B/IFIH1/IL33/DDX58/TLR4/HMGB1/NLRP2	9	BP	DLPFC and HIPPO high correlation
cleaned	GO:0002253	activation of immune response	26/411	424/13240	0.000759536192061254	0.046465930913294	0.0439978287137666	C1QB/SFPQ/GBP1/S100A9/S100A8/FCGR3A/RSAD2/IFIH1/HSPD1/MUC20/DDX60/FYB1/IRF1/BTN3A2/HLA-DRB5/HLA-DRB1/HLA-DQB1/TAB2/DDX58/TLR4/IRAK3/HSP90B1/HMGB1/NR1D1/HEXIM1/FPR1	26	BP	DLPFC and HIPPO high correlation
cleaned	GO:0070098	chemokine-mediated signaling pathway	6/411	36/13240	0.000762394375952148	0.046465930913294	0.0439978287137666	CX3CR1/CXCL1/CXCL10/CXCL11/EDN1/CCL2	6	BP	DLPFC and HIPPO high correlation
cleaned	GO:0050729	positive regulation of inflammatory response	9/411	80/13240	0.00080975374030681	0.048501456790101	0.0459252348177637	S100A9/S100A12/S100A8/IL1RL1/IL1B/KLKB1/IL33/TLR4/LDLR	9	BP	DLPFC and HIPPO high correlation
expr	GO:0031072	heat shock protein binding	9/167	111/13286	1.06548159706058e-05	0.0040701397007714	0.00373479338759129	GBP1/HSPA6/HSPA1A/HSPA1B/FKBP5/STIP1/CHORDC1/FKBP4/DNAJB1	9	MF	DLPFC and HIPPO high correlation
expr	GO:0045236	CXCR chemokine receptor binding	3/167	10/13286	0.000219367000078563	0.0213681779490761	0.0196076143759778	CXCL1/CXCL10/CXCL11	3	MF	DLPFC and HIPPO high correlation
expr	GO:0005125	cytokine activity	7/167	98/13286	0.000231654983871058	0.0213681779490761	0.0196076143759778	THNSL2/IL1B/CXCL1/CXCL10/CXCL11/EDN1/CSF3	7	MF	DLPFC and HIPPO high correlation
expr	GO:0030246	carbohydrate binding	9/167	169/13286	0.000283051322931927	0.0213681779490761	0.0196076143759778	SLC2A5/CHI3L2/SELE/CHI3L1/KLRC2/NOMO3/SIGLEC9/SIGLEC10/SIGLEC14	9	MF	DLPFC and HIPPO high correlation
expr	GO:0001614	purinergic nucleotide receptor activity	3/167	12/13286	0.000394790540988416	0.0213681779490761	0.0196076143759778	P2RY13/P2RY12/GPR34	3	MF	DLPFC and HIPPO high correlation
expr	GO:0016502	nucleotide receptor activity	3/167	12/13286	0.000394790540988416	0.0213681779490761	0.0196076143759778	P2RY13/P2RY12/GPR34	3	MF	DLPFC and HIPPO high correlation
expr	GO:0004896	cytokine receptor activity	5/167	51/13286	0.00043509672959976	0.0213681779490761	0.0196076143759778	IL1RL1/CX3CR1/CCR1/OSMR/IL4R	5	MF	DLPFC and HIPPO high correlation
expr	GO:0003823	antigen binding	4/167	29/13286	0.000447501108881175	0.0213681779490761	0.0196076143759778	HLA-DRB5/HLA-DQB1/TAP1/KLRC2	4	MF	DLPFC and HIPPO high correlation
expr	GO:0035586	purinergic receptor activity	3/167	15/13286	0.00079415263236389	0.0337073672847785	0.0309301551552252	P2RY13/P2RY12/GPR34	3	MF	DLPFC and HIPPO high correlation
expr	GO:0044183	protein binding involved in protein folding	4/167	37/13286	0.00115088257773972	0.0439637144696574	0.0403414629881397	HSPA6/HSPA1A/HSPA1B/HSPB1	4	MF	DLPFC and HIPPO high correlation
cleaned	GO:0005125	cytokine activity	14/409	98/13286	1.70134212963684e-06	0.000993583803707917	0.0009079794312904	THNSL2/IL1B/TNFSF10/CXCL1/CXCL10/CXCL11/EDN1/VEGFA/IL33/HMGB1/GREM1/IL32/CCL2/CSF3	14	MF	DLPFC and HIPPO high correlation
cleaned	GO:0004984	olfactory receptor activity	6/409	19/13286	1.58344280841211e-05	0.00371858650392923	0.00339820360038233	OR2L8/OR2AK2/OR2L5/OR2L2/OR2L3/OR2L13	6	MF	DLPFC and HIPPO high correlation
cleaned	GO:0048037	cofactor binding	29/409	402/13286	1.91023279311433e-05	0.00371858650392923	0.00339820360038233	EXO5/CRYZ/KYAT3/GSTM1/GSTM3/FMO5/RSAD2/THNSL2/ETNPPL/CYP4V2/DHFR/PHYKPL/NQO2/ACBD7/P4HA1/CYP2C8/UROS/HBB/ACCS/P3H3/DDX11/POLE/IVD/HBA2/SRR/NR1D1/CBSL/ALAS2/PGRMC1	29	MF	DLPFC and HIPPO high correlation
cleaned	GO:0004364	glutathione transferase activity	6/409	21/13286	3.00538303573982e-05	0.00412830574724336	0.00377262259165895	GSTM1/GSTM5/GSTM3/GSTO1/GSTO2/GSTT2B	6	MF	DLPFC and HIPPO high correlation
cleaned	GO:0030170	pyridoxal phosphate binding	8/409	43/13286	4.24141001429113e-05	0.00412830574724336	0.00377262259165895	KYAT3/THNSL2/ETNPPL/PHYKPL/ACCS/SRR/CBSL/ALAS2	8	MF	DLPFC and HIPPO high correlation
cleaned	GO:0070279	vitamin B6 binding	8/409	43/13286	4.24141001429113e-05	0.00412830574724336	0.00377262259165895	KYAT3/THNSL2/ETNPPL/PHYKPL/ACCS/SRR/CBSL/ALAS2	8	MF	DLPFC and HIPPO high correlation
cleaned	GO:0019842	vitamin binding	12/409	106/13286	9.94441267531568e-05	0.00799043726379598	0.00730200377207023	KYAT3/THNSL2/ETNPPL/DHFR/PHYKPL/P4HA1/ACCS/P3H3/SRR/CBSL/FTCD/ALAS2	12	MF	DLPFC and HIPPO high correlation
cleaned	GO:0048018	receptor ligand activity	19/409	233/13286	0.000109458044709534	0.00799043726379598	0.00730200377207023	POMC/THNSL2/IL1B/TNFSF10/CXCL1/CXCL10/CXCL11/THBS4/EDN1/VEGFA/IL33/ENDOU/HMGB1/GREM1/NRG4/IL32/CCL2/CSF3/HAMP	19	MF	DLPFC and HIPPO high correlation
cleaned	GO:0003823	antigen binding	6/409	29/13286	0.000213510833956167	0.0128183469783635	0.01171395443048	HLA-A/HLA-C/HLA-DRB5/HLA-DRB1/HLA-DQB1/KLRC2	6	MF	DLPFC and HIPPO high correlation
cleaned	GO:0042605	peptide antigen binding	5/409	19/13286	0.000219492242780197	0.0128183469783635	0.01171395443048	HLA-A/HLA-C/HLA-DRB5/HLA-DRB1/HLA-DQB1	5	MF	DLPFC and HIPPO high correlation
cleaned	GO:0030545	receptor regulator activity	19/409	250/13286	0.000272577116757951	0.0144713669260585	0.0132245548513188	POMC/THNSL2/IL1B/TNFSF10/CXCL1/CXCL10/CXCL11/THBS4/EDN1/VEGFA/IL33/ENDOU/HMGB1/GREM1/NRG4/IL32/CCL2/CSF3/HAMP	19	MF	DLPFC and HIPPO high correlation
cleaned	GO:0001222	transcription corepressor binding	4/409	13/13286	0.000507326856939552	0.0246899070377248	0.0225626944270485	PER3/PER2/PER1/NR1D1	4	MF	DLPFC and HIPPO high correlation
expr	GO:0072562	blood microparticle	7/175	63/13935	1.33686763334207e-05	0.00344911849402254	0.00330698835616196	C1QB/HSPA6/HSPA1A/HSPA1B/SERPINA3/HPR/ANGPTL4	7	CC	DLPFC and HIPPO high correlation
cleaned	GO:0071682	endocytic vesicle lumen	5/441	13/13935	3.2364960791349e-05	0.0066981752392155	0.0066048812909804	GNLY/HBB/HSP90B1/HBA2/CALR	5	CC	DLPFC and HIPPO high correlation
cleaned	GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	6/441	22/13935	4.70597791982354e-05	0.0066981752392155	0.0066048812909804	HLA-A/HLA-C/HLA-DRB5/HLA-DRB1/HLA-DQB1/CALR	6	CC	DLPFC and HIPPO high correlation
cleaned	GO:0098553	lumenal side of endoplasmic reticulum membrane	6/441	22/13935	4.70597791982354e-05	0.0066981752392155	0.0066048812909804	HLA-A/HLA-C/HLA-DRB5/HLA-DRB1/HLA-DQB1/CALR	6	CC	DLPFC and HIPPO high correlation
cleaned	GO:0042611	MHC protein complex	5/441	18/13935	0.000188976248614976	0.0201732145396487	0.0198922366963133	HLA-A/HLA-C/HLA-DRB5/HLA-DRB1/HLA-DQB1	5	CC	DLPFC and HIPPO high correlation
expr	hsa05164	Influenza A	15/96	136/5617	6.53734961147524e-09	1.03943858822456e-06	8.12007635951662e-07	3310/91543/3553/3627/3303/3304/3127/3119/4938/4940/4939/9021/3383/3337/4599	15	KEGG	DLPFC and HIPPO high correlation
expr	hsa05150	Staphylococcus aureus infection	8/96	36/5617	1.10749560424683e-07	8.80459005376227e-06	6.87813059479608e-06	713/2209/2214/3127/3119/6404/3383/2357	8	KEGG	DLPFC and HIPPO high correlation
expr	hsa04668	TNF signaling pathway	10/96	93/5617	3.31859767961906e-06	0.00017588567701981	0.000137401588138614	6401/3553/2919/3627/3659/1906/840/197259/9021/3383	10	KEGG	DLPFC and HIPPO high correlation
expr	hsa04060	Cytokine-cytokine receptor interaction	11/96	133/5617	1.37673380575258e-05	0.00054725168778665	0.000427512076523169	9173/3553/1524/1230/2919/3627/6373/9180/8793/3566/1440	11	KEGG	DLPFC and HIPPO high correlation
expr	hsa04612	Antigen processing and presentation	7/96	53/5617	2.77276460275728e-05	0.000881739143676816	0.000688813101316546	3310/3303/3304/3127/3119/6890/3822	7	KEGG	DLPFC and HIPPO high correlation
expr	hsa05134	Legionellosis	6/96	48/5617	0.000146460061925856	0.00373915103161159	0.00292101834975285	3310/3553/2919/3303/3304/840	6	KEGG	DLPFC and HIPPO high correlation
expr	hsa04640	Hematopoietic cell lineage	6/96	49/5617	0.000164616712083529	0.00373915103161159	0.00292101834975285	2209/3553/3127/3119/3566/1440	6	KEGG	DLPFC and HIPPO high correlation
expr	hsa05162	Measles	8/96	96/5617	0.000209298701319382	0.00415981168872271	0.00324963773101146	3310/3553/3303/3304/4938/4940/4939/4599	8	KEGG	DLPFC and HIPPO high correlation
expr	hsa04657	IL-17 signaling pathway	6/96	63/5617	0.00065993909658805	0.0116589240397222	0.00910793139150759	6280/6279/3553/2919/3627/1440	6	KEGG	DLPFC and HIPPO high correlation
expr	hsa05143	African trypanosomiasis	4/96	25/5617	0.000769609577278106	0.0122367922787219	0.00955936106513857	6401/3553/3250/3383	4	KEGG	DLPFC and HIPPO high correlation
expr	hsa05020	Prion diseases	4/96	26/5617	0.000897718887187519	0.012976118460256	0.0101369214055624	713/3553/3303/10963	4	KEGG	DLPFC and HIPPO high correlation
expr	hsa05144	Malaria	4/96	36/5617	0.00310447119140396	0.0347910733619866	0.0271787266250541	6401/3553/1440/3383	4	KEGG	DLPFC and HIPPO high correlation
expr	hsa05321	Inflammatory bowel disease (IBD)	4/96	36/5617	0.00310447119140396	0.0347910733619866	0.0271787266250541	3553/3127/3119/3566	4	KEGG	DLPFC and HIPPO high correlation
expr	hsa05140	Leishmaniasis	5/96	60/5617	0.0034144311363058	0.0347910733619866	0.0271787266250541	2209/2214/3553/3127/3119	5	KEGG	DLPFC and HIPPO high correlation
expr	hsa05168	Herpes simplex infection	8/96	149/5617	0.00374762085064615	0.0347910733619866	0.0271787266250541	3553/3127/3119/6890/4938/4940/4939/9021	8	KEGG	DLPFC and HIPPO high correlation
expr	hsa05332	Graft-versus-host disease	3/96	19/5617	0.00384376843605733	0.0347910733619866	0.0271787266250541	3553/3127/3119	3	KEGG	DLPFC and HIPPO high correlation
expr	hsa05418	Fluid shear stress and atherosclerosis	7/96	118/5617	0.00384899443213944	0.0347910733619866	0.0271787266250541	2944/6401/3553/1906/3383/653689/3162	7	KEGG	DLPFC and HIPPO high correlation
expr	hsa05323	Rheumatoid arthritis	5/96	62/5617	0.00393861207871547	0.0347910733619866	0.0271787266250541	3553/2919/3127/3119/3383	5	KEGG	DLPFC and HIPPO high correlation
expr	hsa00480	Glutathione metabolism	4/96	43/5617	0.00593856181505729	0.0496963857154795	0.0388227309793219	2944/6241/51056/653689	4	KEGG	DLPFC and HIPPO high correlation
expr	hsa05322	Systemic lupus erythematosus	6/96	99/5617	0.00665478879047199	0.0529055708842523	0.0413297409092471	713/2209/2214/8355/3127/3119	6	KEGG	DLPFC and HIPPO high correlation
expr	hsa04621	NOD-like receptor signaling pathway	7/96	133/5617	0.00738417705427989	0.055908769125262	0.0436758342057658	2633/115361/3553/2919/4938/4940/4939	7	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05168	Herpes simplex infection	22/183	149/5617	1.70738227910995e-09	3.51720749496649e-07	2.89356365196528e-07	8863/3553/64135/8864/3105/3107/3127/3123/3119/6891/23118/23586/7185/355/3434/4938/4940/4939/5187/6347/9021/3150	22	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05204	Chemical carcinogenesis	10/183	30/5617	1.79934497341219e-08	1.85332532261455e-06	1.52470810904927e-06	56267/2944/2949/2947/1558/9446/119391/6799/6817/653689	10	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05164	Influenza A	19/183	136/5617	5.97976907878207e-08	4.10610810076369e-06	3.37804498836461e-06	3310/91543/3553/64135/8743/3627/3127/3123/3119/90865/23586/7099/355/4938/4940/4939/6347/9021/4599	19	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa04940	Type I diabetes mellitus	8/183	26/5617	1.02955777737898e-06	5.17865675165002e-05	4.26041766487304e-05	3553/3329/3105/3107/3127/3123/3119/355	8	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05332	Graft-versus-host disease	7/183	19/5617	1.25695552224515e-06	5.17865675165002e-05	4.26041766487304e-05	3553/3105/3107/3127/3123/3119/355	7	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa00982	Drug metabolism - cytochrome P450	8/183	29/5617	2.60060973019662e-06	8.92876007367506e-05	7.34558186950273e-05	2944/2949/2947/2330/1558/9446/119391/653689	8	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05144	Malaria	8/183	36/5617	1.50740256419834e-05	0.000443607040321226	0.000364950094490125	6401/3553/7060/7099/3043/3040/6347/1440	8	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05330	Allograft rejection	6/183	19/5617	2.0990123202032e-05	0.000540495672452324	0.000444659188885152	3105/3107/3127/3123/3119/355	6	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05320	Autoimmune thyroid disease	6/183	20/5617	2.91797956865004e-05	0.000667893101268786	0.000549467497722404	3105/3107/3127/3123/3119/355	6	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa04668	TNF signaling pathway	12/183	93/5617	4.13441531169998e-05	0.000816815186368528	0.000671983878412535	6401/3553/2919/3627/3659/1906/23118/7185/355/197259/6347/9021	12	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa04612	Antigen processing and presentation	9/183	53/5617	4.36163449031738e-05	0.000816815186368528	0.000671983878412535	3310/3105/3107/3127/3123/3119/6891/3822/811	9	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05162	Measles	12/183	96/5617	5.69212418370536e-05	0.00097714798486942	0.000803887713663652	3310/3553/64135/8743/23118/23586/7099/355/4938/4940/4939/4599	12	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05143	African trypanosomiasis	6/183	25/5617	0.000116366881278663	0.00184396750333881	0.00151700954541415	6401/3553/355/3043/3040/3250	6	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05134	Legionellosis	8/183	48/5617	0.000134482809629448	0.00197881848454759	0.00162794980077753	3310/3553/3329/2919/4671/10767/7099/664	8	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05323	Rheumatoid arthritis	9/183	62/5617	0.000155056477053808	0.0021294422848723	0.00175186616180092	3553/2919/3127/3123/3119/7422/7099/2321/6347	9	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa04657	IL-17 signaling pathway	9/183	63/5617	0.000175893218611776	0.00226462518962661	0.00186307948661157	6280/6279/3553/2919/3627/23118/7184/6347/1440	9	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa04060	Cytokine-cytokine receptor interaction	13/183	133/5617	0.0003542718732599	0.00405444477175219	0.00333554219852889	9173/3553/1524/8743/2919/3627/6373/8793/90865/355/9235/6347/1440	13	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa04621	NOD-like receptor signaling pathway	13/183	133/5617	0.0003542718732599	0.00405444477175219	0.00333554219852889	2635/2633/115361/3553/2919/4671/23118/7099/4938/4940/4939/51393/6347	13	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa00980	Metabolism of xenobiotics by cytochrome P450	6/183	31/5617	0.000411096771978807	0.00428358073312229	0.00352404955560904	2944/2949/2947/9446/119391/653689	6	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05418	Fluid shear stress and atherosclerosis	12/183	118/5617	0.00041588162457498	0.00428358073312229	0.00352404955560904	2944/2949/2947/6401/3553/1906/7422/9446/119391/7184/6347/653689	12	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05150	Staphylococcus aureus infection	6/183	36/5617	0.000949919540343438	0.00931825834813087	0.00766601734312248	713/2214/3127/3123/3119/2357	6	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa04145	Phagosome	11/183	125/5617	0.00237470052958117	0.0220481591159077	0.0181387512399649	2214/7060/3105/3107/3127/3123/3119/6891/7099/84790/811	11	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa00480	Glutathione metabolism	6/183	43/5617	0.00246168766828095	0.0220481591159077	0.0181387512399649	2944/2949/2947/9446/119391/653689	6	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa05140	Leishmaniasis	7/183	60/5617	0.00311612572679874	0.0267467458216892	0.0220042211409911	2214/3553/3127/3123/3119/23118/7099	7	KEGG	DLPFC and HIPPO high correlation
cleaned	hsa00983	Drug metabolism - other enzymes	6/183	46/5617	0.00348907191425888	0.0287499525734931	0.023652234871397	2944/2949/2947/9446/119391/653689	6	KEGG	DLPFC and HIPPO high correlation
